X,Y,OBJECTID,STATUS,ASSET_ID,ASSET_NAME,ASSET_ADDR,SITE_NAME,SITE_CODE,SHAREBLDG_ASSETID,SHAREBLDG_NOTE,ASSET_GROUP1,ASSET_GROUP2,ASSET_TYPE,ASSET_SUBTYPE1,ASSET_SUBTYPE2,ASSET_SUBT1_DESC,CITYOWNED,CITYUSE_DESC,OCCUPANT,MAINTAINEDBY,OPA_ID,OPA_OWNER,BLDG_SQFT,BLDG_SQFTUSE,BLDG_FL,BLDG_YR,SITE_ACRES,SERVING_TYPE,PCPC_DIST,COUNCIL_DIST,BLDG_AGE,URL,SITE_CODE2
-75.17623997055847,39.963923719158025,1050,A,1684,Von Colln Community Center Building,2250 PENNSYLVANIA AVE,Von Colln Rec Center,,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,,,1616,,,,,C,Central,5,,,
-75.081812959097348,40.040948331080763,1051,A,1705,Tarken Recreation Center Building,6250 FRONTENAC ST,Tarken Recreation Center,,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,786160500,CITY OF PHILA,5200,,1,,,C,Lower Northeast,9,,,
-75.03992274096845,40.042671181238724,1052,A,269,Lincoln Pool,3201 RYAN AVE,Lincoln Pool,16389E,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,N,UA,PPR,PSD,786482600,SCHOOL DISTRICT OF PHILA,,,,1948,0.998308,C,North Delaware,6,68,,
-75.17951109360844,40.031788855138196,1053,A,805,Pickett Pool,5700 WAYNE AVE,Pickett Pool,16499E,,,Parks and Recreation All,Recreational Resources,Structure,Pool,,Pool,N,UA,PPR,PSD,784473200,SCHOOL DISTRICT OF PHILAD,,,,1968,0.859030,C,Upper Northwest,8,48,,
-75.101289082012102,40.020187639629548,1054,A,1706,Juniata Golf Club Building,4501 E FISHERS LN,Juniata Golf Course,,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,778750000,THE NORTHWESTERN CORP,,,3,1793,,C,Lower Northeast,7,223,,
-75.238724419849802,39.915159932375282,1055,A,365,7117-19 Theodore Street,7117 THEODORE ST,7117-19 Theodore Street,16580E,,,Parks and Recreation All,Park Land and Open Space,Land,Breezeway\Island\Managed Area,,Breezeway\Island\Managed Open Space,Y,Owned,Public use,PPR,404249501,CITY OF PHILA,,,,,0.056392,C,Lower Southwest,2,,,
-75.020802514311157,40.091684265643465,1056,A,366,Hayes Playground Building ,9850 E ROOSEVELT BLVD,Hayes Playground,16191E,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,786462380,CITY OF PHILA,2000,,,,,C,Upper Far Northeast,10,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=759,
-75.265432426072763,39.967372805148557,1057,A,1434,Cobbs Creek Golf Course Pro Shop And Grill Building,7900 LANSDOWNE AVE,Cobbs Creek Golf Course & Driving Range,,,,Parks and Recreation All,,Building,Concessions\Retail\Cafe,,Concessions\Retail\Cafe,Y,Lessor,Lessee,PPR,,,,,,,,C,West Park,4,,,
-75.183439112380483,39.965864312239987,1058,A,1435,Water Works Engine House,640 WATER WORKS DR,Water Works,17301E,,,Parks and Recreation All,,Building,Historic House\Site,,Historic House\Site,Y,Owned,Public use,PPR,,,,,,,,C,Central,5,,,
-75.187509526944282,39.971381245389779,1059,A,1453,Lemon Hill Building,801 LEMON HILL DR,East Fairmount Park,,,,Parks and Recreation All,,Building,Historic House\Site,,Historic House\Site,Y,Owned,PPR,PPR,,,,,,,,C,Central,5,,,
-75.187032239463548,39.971340872346076,1060,A,1454,Lemon Hill Restrooms Building,801 LEMON HILL DR,East Fairmount Park,,,,Parks and Recreation All,,Building,Restrooms,,Restrooms,Y,Owned,Public use,PPR,,,,,,,,C,Central,5,,,
-75.195806753809038,39.981264380409215,1061,A,1471,Smith Playground Shelter,3500 RESERVOIR DR,Smith Memorial Playground,,,,Parks and Recreation All,Recreational Resources,Building,Pavilion\Shelter,,Pavilion\Shelter,Y,Lessor,Smith Memorial Playground,Smith Memorial Playground,,,,,,,,C,Lower North,4,,,
-75.195142930697983,39.981244537205789,1062,A,1472,Smith Playground Pavilion,3500 RESERVOIR DR,Smith Memorial Playground,,,,Parks and Recreation All,Recreational Resources,Structure,Pavilion\Shelter,,Pavilion\Shelter,Y,Lessor,Smith Memorial Playground,Smith Memorial Playground,,,,,,,,C,Lower North,4,,,
-75.202973602504429,39.989627496843866,1063,A,1495,Boelson Cottage,1814 WEST RIVER DR,West Fairmount Park,,,,Parks and Recreation All,,Building,Historic House\Site,,Historic House\Site,Y,Owned,PPR,PPR,,,,,,,,C,West Park,4,,,
-75.208744111232846,39.989723016012888,1064,A,1496,Car Barn Construction Division Hq,4101 MONTGOMERY DR,West Fairmount Park,,,,Parks and Recreation All,,Building,Multi-Use\Office Building,,Multi-Use\Office Building,Y,Owned,Public use,PPR,,,,,,,,C,West Park,4,,,
-75.187596233103818,40.030443342187411,1065,A,1536,Guard Box at Lincoln & Wissahickon,5800 WISSAHICKON AVE,Wissahickon Valley Park,,,,Parks and Recreation All,,Building,Historic House\Site,,Historic House\Site,Y,Owned,PPR,PPR,784484300,CITY OF PHILA,,,,,,C,Lower Northwest,4,,,
-75.211159675555677,40.041993442007872,1066,A,1552,Allens Lane Shelter,6375 WISSAHICKON DR,Wissahickon Valley Park,,,,Parks and Recreation All,,Building,Pavilion\Shelter,,Pavilion\Shelter,Y,Owned,Public use,PPR,,,,,,,,C,Lower Northwest,4,,,
-75.070019266428304,40.038919906875222,1067,A,1553,Max Myers Playground Field Building,1601 HELLERMAN ST,Max Myers Playground,,,,Parks and Recreation All,Recreational Resources,Building,Recreation Building,,Recreation Building,Y,Owned,PPR,PPR,786186150,CITY OF PHILA,,,1,,,C,Lower Northeast,7,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=803,
-74.981102055982248,40.052965945678174,1068,A,1570,Glen Foerd Carriage House,5001 GRANT AVE,Glen Foerd,,,,Parks and Recreation All,,Building,Historic House\Site,,Historic House\Site,Y,Owned,Public use,PPR,786166200,CITY OF PHILA,,,,1850,,C,North Delaware,6,166,,
-75.074796541815545,40.089738871729828,1069,A,1606,Fox Chase Farm Equipment Barn & Pig Barn,8700 PINE RD,Fox Chase Farm,,,,Parks and Recreation All,,Building,Barn\Stables,,Barn\Stables,Y,Owned,PPR,PPR,,,,,,,,C,Outside City Limits,10,,,
-75.069567739017145,40.089708794937138,1070,A,1607,Guard Box at Pine Road,8751 PINE RD,Pennypack Creek Park,17268E,,,Parks and Recreation All,,Building,Historic House\Site,,Historic House\Site,Y,Owned,PPR,PPR,,,,,,,,C,Central Northeast,10,,,
-75.154209868473615,40.064377719187576,1071,A,1624,Older Adult Center - West Oak Lane Building,7210-18 OGONTZ AVE,West Oak Lane Senior Center,,,,Parks and Recreation All,Recreational Resources,Building,Older Adult Center,,Older Adult Center,Y,Owned,PPR,PPR,775712500,PHILADELPHIA CORPORATION,,,2,1939,0.248304,C,Upper North,9,77,,
-74.982513635912454,40.08287310696231,1072,A,1643,Fairmount Drainage Right Of Way 1,3799 CHALFONT DR,Fairmount Drainage Right Of Way,,,,Parks and Recreation All,,Land,Watershed\Conservation Park,,Watershed\Conservation Park,Y,Owned,Public use,PPR,662410300,MENDELSOHN JULES,,,,,52.473045,C,Lower Far Northeast,10,,,
-75.178877009715634,39.977804494231947,1073,A,1811,Athletic Recreation Center,1401-55 N 27TH ST,Athletic Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,782820300,CITY OF PHILA,,,,,4.703038,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=707,
-75.164473212767504,40.053515060232336,1074,A,1813,Awbury Recreation Center,6101 ARDLEIGH ST,Awbury Park & Rec Center,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,784003900,CITY OF PHILA,,,,,,C,Upper Northwest,8,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=708,
-75.044371534477392,40.028440986810622,1075,A,1847,Disston Recreation Center,4423 LONGSHORE AVE,Disston Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,786309000,CITY OF PHILA,,,,,3.333967,C,North Delaware,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=731,
-75.048038896224469,40.021652919284634,1076,A,1848,Dorsey Playground,6501 HEGERMAN ST,Dorsey Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,786185600,CITY OF PHILA,,,,,2.430258,C,North Delaware,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=732,
-75.161260828924824,40.006507569828628,1077,A,1880,Jerome Brown Playground,1927-41 W ONTARIO ST,Jerome Brown Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,785374800,CITY OF PHILA,,,,,1.294748,C,North,8,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=770,
-75.171621543605411,39.942021176905556,1078,A,1901,Marian Anderson Recreation Center,740 S 17TH ST,Marian Anderson Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,782693350,CITY OF PHILA,,,,,3.360890,C,Central,2,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=706,
-75.150845662959682,39.975588712821363,1079,A,1902,Dendy Playground,1501-39 N 10TH ST,Dendy Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,781621700,CITY OF PHILA,,,,,3.743149,C,Lower North,5,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=864,
-75.153893380818943,39.915299729852073,1080,A,1919,Murphy Recreation Center,300 SHUNK ST,Murphy Recreation Center,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,781394500,CITY OF PHILA,,,,,4.967172,C,South,1,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=801,
-75.024920888936748,40.047305711219387,1081,A,1938,Ramp Playground,3340 SOLLY AVE,Ramp Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,786498000,CITY OF PHILA,,,,,9.483962,C,North Delaware,6,,http://www.phila.gov/parksandrecreation/findafacility/RecCenterDetails.aspx?ID=817,
-75.132932589584385,39.991676803730407,1082,A,2438,Maguire Playground Play Equipment,155-59 W LEHIGH AVE,Maguire Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,786271800,CITY OF PHILA,,,,,,C,North,7,,,
-75.225729721409124,39.95284470589403,1083,A,2439,Malcolm X Memorial Park Playground Equipment,5100 PINE ST,Malcolm X Memorial Park,,,,Parks and Recreation All,Recreational Resources,Equipment,Playground,,Playground Equipment,Y,Owned,Public use,PPR,783420700,CITY OF PHILA,,,,,,C,West,3,,,
-75.187791062292874,39.990965550598851,1084,A,2442,Mander Playground Tennis Court,2102 N 33RD ST,Mander Playground,,,,Parks and Recreation All,Recreational Resources,Equipment,Tennis Court,,Tennis Court,Y,Owned,Public use,PPR,,,,,,,,C,Lower North,4,,,
-75.068291141242057,40.024573621640911,1085,A,1973,Wissinoming Park,5801 FRANKFORD AVE,Wissinoming Park,,,,Parks and Recreation All,Park Land and Open Space,Land,Neighborhood Park,,Neighborhood Park,Y,Owned,Public use,PPR,786151700,CITY OF PHILA,,,,,42.421669,C,North Delaware,6,,,
-75.160337732048689,40.032607375412951,1086,A,1974,Wister Playground,4971 BAYNTON ST,Wister Playground,,,,Parks and Recreation All,Recreational Resources,Land,Recreation Center,Non-Programmed Recreation,Recreation Center,Y,Owned,Public use,PPR,785025400,CITY OF PHILA,,,,,2.854220,C,Upper Northwest,8,,,
